San Francisco Caltrain 2 (330 Townsend),Market at Sansome,605
San Francisco Caltrain (Townsend at 4th),Steuart at Market,655
San Francisco Caltrain 2 (330 Townsend),Beale at Market,657
San Francisco Caltrain (Townsend at 4th),Temporary Transbay Terminal (Howard at Beale),550
Golden Gate at Polk,Market at Sansome,573
Market at 4th,Townsend at 7th,616
San Francisco Caltrain 2 (330 Townsend),Steuart at Market,629
San Francisco Caltrain 2 (330 Townsend),Embarcadero at Folsom,525
South Van Ness at Market,Embarcadero at Sansome,928
San Francisco Caltrain 2 (330 Townsend),Embarcadero at Folsom,544
Embarcadero at Sansome,Davis at Jackson,256
San Francisco Caltrain 2 (330 Townsend),Golden Gate at Polk,1018
Temporary Transbay Terminal (Howard at Beale),Steuart at Market,191
Embarcadero at Folsom,San Francisco Caltrain (Townsend at 4th),537
San Francisco Caltrain (Townsend at 4th),Harry Bridges Plaza (Ferry Building),878
San Francisco Caltrain 2 (330 Townsend),Davis at Jackson,1095
San Francisco Caltrain 2 (330 Townsend),Embarcadero at Sansome,886
Embarcadero at Bryant,San Francisco Caltrain (Townsend at 4th),443
San Francisco Caltrain (Townsend at 4th),Harry Bridges Plaza (Ferry Building),692
Market at 10th,Market at 4th,503
San Francisco Caltrain 2 (330 Townsend),Townsend at 7th,216
San Francisco Caltrain (Townsend at 4th),Commercial at Montgomery,1435
Harry Bridges Plaza (Ferry Building),Embarcadero at Sansome,487
San Jose Diridon Caltrain Station,Adobe on Almaden,343
Embarcadero at Sansome,Mechanics Plaza (Market at Battery),416
Harry Bridges Plaza (Ferry Building),2nd at South Park,494
San Francisco Caltrain (Townsend at 4th),Howard at 2nd,430
Temporary Transbay Terminal (Howard at Beale),Embarcadero at Vallejo,507
Harry Bridges Plaza (Ferry Building),San Francisco Caltrain (Townsend at 4th),577
San Francisco Caltrain 2 (330 Townsend),Howard at 2nd,615
Powell at Post (Union Square),Howard at 2nd,262
SJSU - San Salvador at 9th,Paseo de San Antonio,325
Market at 10th,Mechanics Plaza (Market at Battery),457
San Francisco Caltrain 2 (330 Townsend),Davis at Jackson,777
Temporary Transbay Terminal (Howard at Beale),Townsend at 7th,720
San Francisco Caltrain (Townsend at 4th),Embarcadero at Folsom,612
San Francisco Caltrain 2 (330 Townsend),Market at Sansome,786
Harry Bridges Plaza (Ferry Building),2nd at Folsom,359
San Francisco City Hall,San Francisco Caltrain 2 (330 Townsend),575
San Francisco Caltrain (Townsend at 4th),Mechanics Plaza (Market at Battery),732
San Francisco Caltrain (Townsend at 4th),Market at 10th,884
Harry Bridges Plaza (Ferry Building),2nd at Townsend,440
Harry Bridges Plaza (Ferry Building),San Francisco Caltrain (Townsend at 4th),716
Powell Street BART,San Francisco Caltrain 2 (330 Townsend),431
Harry Bridges Plaza (Ferry Building),Powell Street BART,605
San Francisco Caltrain 2 (330 Townsend),Market at Sansome,673
Temporary Transbay Terminal (Howard at Beale),Embarcadero at Sansome,694
San Francisco Caltrain (Townsend at 4th),Embarcadero at Vallejo,1043
San Francisco Caltrain (Townsend at 4th),Market at 10th,886
San Francisco Caltrain 2 (330 Townsend),Market at Sansome,616
San Francisco Caltrain 2 (330 Townsend),Beale at Market,770
SJSU - San Salvador at 9th,Paseo de San Antonio,140544
Harry Bridges Plaza (Ferry Building),Yerba Buena Center of the Arts (3rd @ Howard),442
2nd at Folsom,San Francisco Caltrain (Townsend at 4th),494
Powell at Post (Union Square),Beale at Market,463
Redwood City Caltrain Station,Stanford in Redwood City,661
Embarcadero at Bryant,Embarcadero at Folsom,145
Temporary Transbay Terminal (Howard at Beale),Clay at Battery,266
Golden Gate at Polk,Spear at Folsom,764
Grant Avenue at Columbus Avenue,Market at Sansome,330
Market at 10th,Market at 4th,436
Yerba Buena Center of the Arts (3rd @ Howard),San Francisco Caltrain (Townsend at 4th),476
Mechanics Plaza (Market at Battery),Broadway St at Battery St,370
Embarcadero at Sansome,Commercial at Montgomery,453
San Francisco Caltrain (Townsend at 4th),San Francisco Caltrain (Townsend at 4th),71
San Francisco Caltrain 2 (330 Townsend),South Van Ness at Market,724
San Francisco Caltrain (Townsend at 4th),Steuart at Market,778
San Francisco Caltrain (Townsend at 4th),Davis at Jackson,775
San Francisco Caltrain 2 (330 Townsend),Embarcadero at Sansome,1054
San Francisco Caltrain (Townsend at 4th),Powell Street BART,846
San Francisco Caltrain (Townsend at 4th),Steuart at Market,635
Evelyn Park and Ride,Mountain View Caltrain Station,240
San Jose Diridon Caltrain Station,San Pedro Square,414
Davis at Jackson,Clay at Battery,1411
2nd at Townsend,Embarcadero at Folsom,415
San Francisco Caltrain (Townsend at 4th),Harry Bridges Plaza (Ferry Building),926
Mountain View Caltrain Station,Castro Street and El Camino Real,294
San Francisco Caltrain (Townsend at 4th),Steuart at Market,846
San Francisco Caltrain (Townsend at 4th),Harry Bridges Plaza (Ferry Building),570
San Francisco Caltrain (Townsend at 4th),Yerba Buena Center of the Arts (3rd @ Howard),346
San Francisco Caltrain (Townsend at 4th),Clay at Battery,659
San Francisco Caltrain 2 (330 Townsend),Townsend at 7th,208
San Francisco Caltrain (Townsend at 4th),Beale at Market,596
San Francisco Caltrain (Townsend at 4th),Embarcadero at Folsom,617
San Francisco Caltrain 2 (330 Townsend),Townsend at 7th,217
San Francisco Caltrain (Townsend at 4th),Steuart at Market,533
San Francisco Caltrain (Townsend at 4th),Mechanics Plaza (Market at Battery),647
Embarcadero at Bryant,San Francisco Caltrain (Townsend at 4th),335
St James Park,SJSU 4th at San Carlos,299
Market at 10th,Temporary Transbay Terminal (Howard at Beale),801
Castro Street and El Camino Real,Mountain View Caltrain Station,317
San Francisco Caltrain 2 (330 Townsend),Market at 10th,587
Grant Avenue at Columbus Avenue,Harry Bridges Plaza (Ferry Building),237
Temporary Transbay Terminal (Howard at Beale),Davis at Jackson,480
Japantown,San Jose Diridon Caltrain Station,832
Embarcadero at Folsom,San Francisco Caltrain 2 (330 Townsend),556
Harry Bridges Plaza (Ferry Building),2nd at Townsend,558
5th at Howard,Steuart at Market,619
South Van Ness at Market,Market at Sansome,930
South Van Ness at Market,Market at Sansome,533
Harry Bridges Plaza (Ferry Building),Embarcadero at Sansome,283
Broadway St at Battery St,San Francisco Caltrain (Townsend at 4th),838
5th at Howard,Harry Bridges Plaza (Ferry Building),685
Yerba Buena Center of the Arts (3rd @ Howard),San Francisco Caltrain (Townsend at 4th),434
San Francisco Caltrain (Townsend at 4th),Post at Kearny,581
5th at Howard,San Francisco Caltrain 2 (330 Townsend),297
Harry Bridges Plaza (Ferry Building),5th at Howard,595
MLK Library,San Jose Diridon Caltrain Station,500
5th at Howard,San Francisco Caltrain (Townsend at 4th),523
Temporary Transbay Terminal (Howard at Beale),2nd at South Park,298
MLK Library,San Jose Diridon Caltrain Station,538
San Jose Diridon Caltrain Station,San Pedro Square,351
Civic Center BART (7th at Market),Townsend at 7th,427
Temporary Transbay Terminal (Howard at Beale),San Francisco Caltrain (Townsend at 4th),476
Redwood City Caltrain Station,Stanford in Redwood City,784
Temporary Transbay Terminal (Howard at Beale),2nd at Townsend,427
Redwood City Caltrain Station,Stanford in Redwood City,825
Redwood City Caltrain Station,Stanford in Redwood City,801
San Francisco Caltrain 2 (330 Townsend),5th at Howard,322
Townsend at 7th,San Francisco Caltrain (Townsend at 4th),254
Redwood City Caltrain Station,Stanford in Redwood City,611
San Francisco Caltrain (Townsend at 4th),Market at 10th,750
Embarcadero at Bryant,Mechanics Plaza (Market at Battery),765
Beale at Market,Temporary Transbay Terminal (Howard at Beale),134
San Francisco Caltrain 2 (330 Townsend),Howard at 2nd,404
Davis at Jackson,San Francisco Caltrain (Townsend at 4th),642
Harry Bridges Plaza (Ferry Building),2nd at Townsend,406
San Francisco Caltrain (Townsend at 4th),Howard at 2nd,426
San Francisco Caltrain (Townsend at 4th),Embarcadero at Folsom,616
San Francisco Caltrain 2 (330 Townsend),San Francisco Caltrain 2 (330 Townsend),209
San Francisco Caltrain 2 (330 Townsend),Davis at Jackson,719
San Francisco Caltrain (Townsend at 4th),Market at 10th,675
San Francisco Caltrain (Townsend at 4th),Davis at Jackson,668
San Francisco Caltrain 2 (330 Townsend),2nd at Folsom,381
Powell Street BART,San Francisco Caltrain 2 (330 Townsend),379
Mountain View Caltrain Station,Mountain View City Hall,284
San Francisco Caltrain (Townsend at 4th),Market at Sansome,701
Temporary Transbay Terminal (Howard at Beale),2nd at Townsend,309
Steuart at Market,Townsend at 7th,1000
Townsend at 7th,San Francisco Caltrain (Townsend at 4th),214
Temporary Transbay Terminal (Howard at Beale),Clay at Battery,264
Redwood City Caltrain Station,Redwood City Medical Center,222
Temporary Transbay Terminal (Howard at Beale),San Francisco City Hall,742
Davis at Jackson,Spear at Folsom,423
Embarcadero at Folsom,Townsend at 7th,809
Powell at Post (Union Square),Harry Bridges Plaza (Ferry Building),506
Embarcadero at Sansome,Beale at Market,401
2nd at Townsend,San Francisco Caltrain (Townsend at 4th),280
Golden Gate at Polk,San Francisco Caltrain (Townsend at 4th),653
Yerba Buena Center of the Arts (3rd @ Howard),Steuart at Market,419
Market at 10th,San Francisco Caltrain (Townsend at 4th),518
San Francisco Caltrain (Townsend at 4th),Embarcadero at Folsom,780
San Francisco Caltrain (Townsend at 4th),South Van Ness at Market,891
Steuart at Market,2nd at Townsend,493
San Francisco Caltrain (Townsend at 4th),Davis at Jackson,923
San Francisco Caltrain (Townsend at 4th),Embarcadero at Sansome,940
San Francisco Caltrain (Townsend at 4th),Yerba Buena Center of the Arts (3rd @ Howard),357
San Francisco Caltrain (Townsend at 4th),Beale at Market,540
San Francisco Caltrain (Townsend at 4th),Civic Center BART (7th at Market),564
Harry Bridges Plaza (Ferry Building),Embarcadero at Sansome,455
Paseo de San Antonio,San Jose Diridon Caltrain Station,628
Grant Avenue at Columbus Avenue,Mechanics Plaza (Market at Battery),341
Temporary Transbay Terminal (Howard at Beale),Commercial at Montgomery,396
2nd at South Park,San Francisco Caltrain (Townsend at 4th),313
Grant Avenue at Columbus Avenue,Mechanics Plaza (Market at Battery),404
Steuart at Market,Townsend at 7th,761
Howard at 2nd,Market at 4th,236
Davis at Jackson,Commercial at Montgomery,185
San Pedro Square,San Jose Diridon Caltrain Station,291
2nd at Folsom,Civic Center BART (7th at Market),606
Market at 4th,Market at 4th,2671
Powell at Post (Union Square),Market at 10th,498
Temporary Transbay Terminal (Howard at Beale),Market at 4th,493
Grant Avenue at Columbus Avenue,Market at Sansome,330
Market at Sansome,San Francisco Caltrain (Townsend at 4th),645
San Francisco Caltrain (Townsend at 4th),Steuart at Market,754
San Francisco Caltrain (Townsend at 4th),Embarcadero at Bryant,691
San Francisco Caltrain (Townsend at 4th),Embarcadero at Bryant,443
San Francisco Caltrain (Townsend at 4th),Temporary Transbay Terminal (Howard at Beale),588
San Francisco Caltrain (Townsend at 4th),Temporary Transbay Terminal (Howard at Beale),724
San Francisco Caltrain (Townsend at 4th),Harry Bridges Plaza (Ferry Building),578
Grant Avenue at Columbus Avenue,San Francisco Caltrain (Townsend at 4th),978
San Francisco Caltrain (Townsend at 4th),Market at 10th,839
2nd at Townsend,San Francisco Caltrain (Townsend at 4th),183
Spear at Folsom,2nd at Townsend,312
Temporary Transbay Terminal (Howard at Beale),Embarcadero at Sansome,734
Harry Bridges Plaza (Ferry Building),Yerba Buena Center of the Arts (3rd @ Howard),405
Harry Bridges Plaza (Ferry Building),2nd at Folsom,442
2nd at Townsend,San Francisco Caltrain 2 (330 Townsend),265
Temporary Transbay Terminal (Howard at Beale),Commercial at Montgomery,290
Powell Street BART,San Francisco Caltrain 2 (330 Townsend),472
Embarcadero at Sansome,2nd at Townsend,619
San Francisco Caltrain 2 (330 Townsend),Embarcadero at Folsom,626
San Francisco Caltrain 2 (330 Townsend),Embarcadero at Folsom,640
Townsend at 7th,South Van Ness at Market,574
Embarcadero at Bryant,Embarcadero at Sansome,667
Beale at Market,Broadway St at Battery St,349
San Francisco Caltrain (Townsend at 4th),2nd at Folsom,515
Steuart at Market,San Francisco Caltrain (Townsend at 4th),752
Clay at Battery,Clay at Battery,3865
Civic Center BART (7th at Market),San Francisco Caltrain (Townsend at 4th),443
Powell Street BART,San Francisco Caltrain 2 (330 Townsend),383
Grant Avenue at Columbus Avenue,Market at Sansome,263
Market at 10th,Davis at Jackson,896
2nd at Folsom,Market at Sansome,179
Market at 10th,Townsend at 7th,479
Townsend at 7th,Howard at 2nd,1134
Market at 4th,5th at Howard,272
Powell Street BART,Market at 10th,350
San Jose Diridon Caltrain Station,Japantown,599
Beale at Market,2nd at Folsom,454
Davis at Jackson,Commercial at Montgomery,221
Broadway St at Battery St,5th at Howard,712
Embarcadero at Bryant,Market at Sansome,590
San Francisco Caltrain (Townsend at 4th),Powell Street BART,403
Washington at Kearny,5th at Howard,750
Golden Gate at Polk,2nd at South Park,735
5th at Howard,Washington at Kearny,570
Market at 10th,5th at Howard,325
Embarcadero at Sansome,Spear at Folsom,826
San Jose Diridon Caltrain Station,Japantown,651
South Van Ness at Market,San Francisco Caltrain 2 (330 Townsend),647
Mountain View Caltrain Station,Mountain View City Hall,338
San Francisco Caltrain (Townsend at 4th),Spear at Folsom,505
San Francisco Caltrain (Townsend at 4th),Townsend at 7th,280
Embarcadero at Bryant,Powell at Post (Union Square),806
Steuart at Market,Spear at Folsom,278
Embarcadero at Sansome,Powell Street BART,1319
Embarcadero at Sansome,Powell Street BART,1318
Embarcadero at Sansome,Embarcadero at Folsom,405
Post at Kearny,Golden Gate at Polk,583
Market at 10th,5th at Howard,569
Market at 10th,5th at Howard,591
Mechanics Plaza (Market at Battery),San Francisco Caltrain (Townsend at 4th),711
Embarcadero at Sansome,Beale at Market,4299
Embarcadero at Sansome,Beale at Market,4454
Harry Bridges Plaza (Ferry Building),Civic Center BART (7th at Market),917
5th at Howard,Powell Street BART,213
Townsend at 7th,San Francisco Caltrain 2 (330 Townsend),194
Powell Street BART,Embarcadero at Bryant,787
Howard at 2nd,Market at Sansome,121
5th at Howard,Embarcadero at Sansome,1008
5th at Howard,Embarcadero at Sansome,1096
2nd at South Park,San Francisco Caltrain (Townsend at 4th),222
Townsend at 7th,San Francisco Caltrain 2 (330 Townsend),270
Yerba Buena Center of the Arts (3rd @ Howard),San Francisco Caltrain (Townsend at 4th),309
2nd at Townsend,Market at Sansome,468
Civic Center BART (7th at Market),Temporary Transbay Terminal (Howard at Beale),494
Arena Green / SAP Center,San Pedro Square,310
2nd at Folsom,Embarcadero at Bryant,279
Post at Kearny,5th at Howard,331
Howard at 2nd,Embarcadero at Sansome,539
MLK Library,Japantown,568
Washington at Kearny,Embarcadero at Sansome,310
Embarcadero at Bryant,2nd at Townsend,1020
Mountain View City Hall,Mountain View Caltrain Station,187
Powell at Post (Union Square),Grant Avenue at Columbus Avenue,367
Steuart at Market,5th at Howard,687
Howard at 2nd,5th at Howard,231
Steuart at Market,2nd at Townsend,513
Embarcadero at Sansome,Steuart at Market,387
Beale at Market,Grant Avenue at Columbus Avenue,357
Civic Center BART (7th at Market),Grant Avenue at Columbus Avenue,1035
Spear at Folsom,San Francisco Caltrain (Townsend at 4th),572
Harry Bridges Plaza (Ferry Building),San Francisco Caltrain (Townsend at 4th),502
Embarcadero at Sansome,Harry Bridges Plaza (Ferry Building),447
Steuart at Market,San Francisco Caltrain (Townsend at 4th),793
Steuart at Market,Broadway St at Battery St,320
5th at Howard,Powell Street BART,141
2nd at Folsom,San Francisco Caltrain (Townsend at 4th),471
Beale at Market,San Francisco Caltrain 2 (330 Townsend),629
Market at 4th,Golden Gate at Polk,568
Mechanics Plaza (Market at Battery),South Van Ness at Market,1144
Townsend at 7th,San Francisco Caltrain 2 (330 Townsend),254
Howard at 2nd,San Francisco Caltrain 2 (330 Townsend),481
Powell Street BART,South Van Ness at Market,665
Powell Street BART,South Van Ness at Market,691
Market at Sansome,Grant Avenue at Columbus Avenue,359
San Francisco Caltrain (Townsend at 4th),Powell Street BART,496
Harry Bridges Plaza (Ferry Building),2nd at Townsend,511
Market at 10th,5th at Howard,447
Golden Gate at Polk,South Van Ness at Market,288
Market at 10th,San Francisco Caltrain 2 (330 Townsend),560
Powell Street BART,Market at 10th,449
Washington at Kearny,Temporary Transbay Terminal (Howard at Beale),329
Santa Clara at Almaden,San Jose Diridon Caltrain Station,319
Market at Sansome,Steuart at Market,325
Steuart at Market,Civic Center BART (7th at Market),1441
San Francisco City Hall,Washington at Kearny,799
Mountain View Caltrain Station,Evelyn Park and Ride,332
University and Emerson,San Antonio Shopping Center,1447
Market at Sansome,Broadway St at Battery St,294
2nd at Folsom,Harry Bridges Plaza (Ferry Building),682
Broadway St at Battery St,Market at Sansome,429
Commercial at Montgomery,Davis at Jackson,176
San Francisco Caltrain 2 (330 Townsend),Broadway St at Battery St,1163
San Francisco Caltrain (Townsend at 4th),Yerba Buena Center of the Arts (3rd @ Howard),437
San Francisco Caltrain 2 (330 Townsend),San Francisco Caltrain (Townsend at 4th),38980
Market at Sansome,2nd at South Park,319
San Francisco Caltrain (Townsend at 4th),Golden Gate at Polk,921
Civic Center BART (7th at Market),Embarcadero at Sansome,2514
Embarcadero at Folsom,Embarcadero at Sansome,521
Powell Street BART,Market at 10th,565
Civic Center BART (7th at Market),Embarcadero at Sansome,2584
Temporary Transbay Terminal (Howard at Beale),Howard at 2nd,134
2nd at Townsend,Embarcadero at Bryant,196
Market at Sansome,Embarcadero at Sansome,606
Embarcadero at Bryant,Broadway St at Battery St,477
Market at 10th,San Francisco Caltrain (Townsend at 4th),699
Spear at Folsom,Civic Center BART (7th at Market),736
2nd at Folsom,Market at Sansome,200
Evelyn Park and Ride,Mountain View City Hall,3117
Powell at Post (Union Square),Yerba Buena Center of the Arts (3rd @ Howard),459
Powell at Post (Union Square),Yerba Buena Center of the Arts (3rd @ Howard),479
South Van Ness at Market,Temporary Transbay Terminal (Howard at Beale),835
San Francisco Caltrain (Townsend at 4th),2nd at South Park,889
Market at Sansome,Grant Avenue at Columbus Avenue,470
San Francisco Caltrain 2 (330 Townsend),San Francisco Caltrain 2 (330 Townsend),592
2nd at South Park,Washington at Kearny,916
Broadway St at Battery St,Temporary Transbay Terminal (Howard at Beale),380
Washington at Kearny,2nd at Townsend,1115
Powell Street BART,Yerba Buena Center of the Arts (3rd @ Howard),286
Market at Sansome,Spear at Folsom,352
Temporary Transbay Terminal (Howard at Beale),Embarcadero at Sansome,640
San Francisco Caltrain (Townsend at 4th),Market at 10th,702
Spear at Folsom,2nd at Townsend,430
Market at Sansome,San Francisco Caltrain (Townsend at 4th),1205
Broadway St at Battery St,Steuart at Market,329
San Francisco Caltrain 2 (330 Townsend),Townsend at 7th,222
Embarcadero at Bryant,Steuart at Market,433
San Francisco Caltrain 2 (330 Townsend),Townsend at 7th,388
Townsend at 7th,Spear at Folsom,952
San Francisco Caltrain (Townsend at 4th),Howard at 2nd,1126
San Francisco Caltrain (Townsend at 4th),Howard at 2nd,1106
Paseo de San Antonio,SJSU - San Salvador at 9th,352
Powell at Post (Union Square),Beale at Market,377
Beale at Market,Powell Street BART,431
5th at Howard,Market at 10th,9026
Spear at Folsom,San Francisco Caltrain (Townsend at 4th),672
Townsend at 7th,2nd at Folsom,645
Clay at Battery,Embarcadero at Sansome,304
Embarcadero at Folsom,San Francisco Caltrain (Townsend at 4th),556
San Antonio Shopping Center,Mountain View Caltrain Station,1091
Mechanics Plaza (Market at Battery),Harry Bridges Plaza (Ferry Building),231
Powell Street BART,South Van Ness at Market,349
Temporary Transbay Terminal (Howard at Beale),Civic Center BART (7th at Market),757
San Francisco Caltrain 2 (330 Townsend),Davis at Jackson,782
Harry Bridges Plaza (Ferry Building),Embarcadero at Folsom,302
Howard at 2nd,Townsend at 7th,780
San Francisco Caltrain (Townsend at 4th),Embarcadero at Bryant,442
Embarcadero at Vallejo,San Francisco Caltrain (Townsend at 4th),742
Howard at 2nd,Temporary Transbay Terminal (Howard at Beale),249
Townsend at 7th,2nd at Townsend,354
Powell at Post (Union Square),South Van Ness at Market,845
Market at 10th,Powell Street BART,234
Temporary Transbay Terminal (Howard at Beale),Yerba Buena Center of the Arts (3rd @ Howard),293
Mountain View Caltrain Station,Castro Street and El Camino Real,327
2nd at South Park,Market at Sansome,281
2nd at Townsend,Steuart at Market,416
Embarcadero at Sansome,Steuart at Market,264
Market at 4th,San Francisco Caltrain (Townsend at 4th),978
San Francisco Caltrain (Townsend at 4th),Davis at Jackson,756
San Francisco Caltrain (Townsend at 4th),2nd at South Park,325
Howard at 2nd,Powell Street BART,377
San Francisco Caltrain 2 (330 Townsend),Embarcadero at Bryant,460
San Francisco Caltrain 2 (330 Townsend),Embarcadero at Bryant,406
Commercial at Montgomery,Powell Street BART,385
Golden Gate at Polk,5th at Howard,515
Embarcadero at Sansome,Powell Street BART,855
Arena Green / SAP Center,Paseo de San Antonio,797
South Van Ness at Market,Commercial at Montgomery,895
San Francisco Caltrain 2 (330 Townsend),Harry Bridges Plaza (Ferry Building),508
San Salvador at 1st,Japantown,621
Steuart at Market,2nd at Townsend,682
San Jose Diridon Caltrain Station,SJSU - San Salvador at 9th,995
Steuart at Market,Powell at Post (Union Square),744
Yerba Buena Center of the Arts (3rd @ Howard),Powell Street BART,376
Steuart at Market,Powell at Post (Union Square),840
Steuart at Market,Washington at Kearny,369
Steuart at Market,San Francisco Caltrain (Townsend at 4th),861
San Francisco Caltrain 2 (330 Townsend),Powell Street BART,551
San Francisco Caltrain (Townsend at 4th),Harry Bridges Plaza (Ferry Building),654
Steuart at Market,Townsend at 7th,815
San Francisco Caltrain (Townsend at 4th),Clay at Battery,1157
2nd at Folsom,San Francisco Caltrain 2 (330 Townsend),897
Mountain View Caltrain Station,Mountain View City Hall,628
San Francisco Caltrain (Townsend at 4th),Embarcadero at Bryant,529
Mountain View City Hall,Mountain View Caltrain Station,464
Harry Bridges Plaza (Ferry Building),San Francisco Caltrain 2 (330 Townsend),933
San Jose Diridon Caltrain Station,Paseo de San Antonio,421
Spear at Folsom,San Francisco Caltrain (Townsend at 4th),473
Embarcadero at Bryant,Broadway St at Battery St,681
Market at Sansome,South Van Ness at Market,839
Market at 10th,San Francisco Caltrain 2 (330 Townsend),850
Cowper at University,Palo Alto Caltrain Station,262
Redwood City Caltrain Station,Redwood City Medical Center,245
Steuart at Market,San Francisco Caltrain (Townsend at 4th),559
San Francisco Caltrain 2 (330 Townsend),5th at Howard,376
Temporary Transbay Terminal (Howard at Beale),San Francisco Caltrain 2 (330 Townsend),866
Embarcadero at Vallejo,San Francisco Caltrain 2 (330 Townsend),1379
Spear at Folsom,South Van Ness at Market,1299
Harry Bridges Plaza (Ferry Building),Embarcadero at Sansome,536
San Francisco Caltrain (Townsend at 4th),Powell Street BART,517
Stanford in Redwood City,Redwood City Caltrain Station,942
Steuart at Market,Embarcadero at Sansome,464
Steuart at Market,5th at Howard,745
San Francisco Caltrain (Townsend at 4th),Temporary Transbay Terminal (Howard at Beale),596
San Francisco Caltrain (Townsend at 4th),Embarcadero at Bryant,366
San Francisco Caltrain (Townsend at 4th),Embarcadero at Sansome,743
Market at Sansome,San Francisco Caltrain (Townsend at 4th),972
San Jose Diridon Caltrain Station,San Pedro Square,292
San Antonio Shopping Center,Evelyn Park and Ride,1046
San Jose Diridon Caltrain Station,Japantown,779
Market at 10th,San Francisco Caltrain 2 (330 Townsend),586
Clay at Battery,Temporary Transbay Terminal (Howard at Beale),273
Embarcadero at Sansome,Temporary Transbay Terminal (Howard at Beale),604
Townsend at 7th,Embarcadero at Folsom,770
2nd at South Park,Market at Sansome,318
Beale at Market,5th at Howard,1137
Market at 10th,Spear at Folsom,874
Commercial at Montgomery,Mechanics Plaza (Market at Battery),347
Commercial at Montgomery,Temporary Transbay Terminal (Howard at Beale),353
Golden Gate at Polk,Temporary Transbay Terminal (Howard at Beale),820
Davis at Jackson,5th at Howard,656
2nd at South Park,Market at Sansome,369
Market at Sansome,Townsend at 7th,660
Market at 10th,Market at Sansome,461
2nd at South Park,San Francisco Caltrain (Townsend at 4th),701
Townsend at 7th,Steuart at Market,1020
Powell Street BART,South Van Ness at Market,567
Davis at Jackson,San Francisco Caltrain (Townsend at 4th),788
Grant Avenue at Columbus Avenue,Harry Bridges Plaza (Ferry Building),301
Civic Center BART (7th at Market),Temporary Transbay Terminal (Howard at Beale),563
San Francisco Caltrain (Townsend at 4th),Golden Gate at Polk,925
Harry Bridges Plaza (Ferry Building),San Francisco Caltrain (Townsend at 4th),962
2nd at South Park,San Francisco Caltrain (Townsend at 4th),312
Embarcadero at Bryant,San Francisco Caltrain 2 (330 Townsend),508
2nd at South Park,Harry Bridges Plaza (Ferry Building),544
2nd at Townsend,2nd at Folsom,250
Townsend at 7th,Civic Center BART (7th at Market),485
Market at 4th,San Francisco Caltrain (Townsend at 4th),470
San Francisco Caltrain (Townsend at 4th),Powell Street BART,705
San Francisco Caltrain 2 (330 Townsend),Townsend at 7th,267
2nd at Townsend,Market at 4th,775
Davis at Jackson,San Francisco Caltrain (Townsend at 4th),1158
Howard at 2nd,Harry Bridges Plaza (Ferry Building),298
Townsend at 7th,Civic Center BART (7th at Market),404
Santa Clara at Almaden,San Jose Diridon Caltrain Station,200
Mechanics Plaza (Market at Battery),Powell at Post (Union Square),593
Davis at Jackson,Civic Center BART (7th at Market),1043
Steuart at Market,San Francisco Caltrain 2 (330 Townsend),725
Spear at Folsom,Market at Sansome,425
Market at 10th,San Francisco Caltrain 2 (330 Townsend),598
San Francisco Caltrain 2 (330 Townsend),South Van Ness at Market,774
Santa Clara at Almaden,San Jose Diridon Caltrain Station,311
Embarcadero at Sansome,Steuart at Market,410
Steuart at Market,Golden Gate at Polk,876
Broadway St at Battery St,San Francisco Caltrain 2 (330 Townsend),907
Townsend at 7th,Howard at 2nd,651
Embarcadero at Bryant,Steuart at Market,345
2nd at South Park,Market at Sansome,285
2nd at South Park,Harry Bridges Plaza (Ferry Building),409
2nd at Folsom,Steuart at Market,461
2nd at Townsend,Davis at Jackson,629
Paseo de San Antonio,Arena Green / SAP Center,849
Steuart at Market,San Francisco Caltrain 2 (330 Townsend),663
Howard at 2nd,San Francisco Caltrain 2 (330 Townsend),533
Commercial at Montgomery,Temporary Transbay Terminal (Howard at Beale),306
Yerba Buena Center of the Arts (3rd @ Howard),San Francisco Caltrain (Townsend at 4th),332
Market at 10th,San Francisco Caltrain 2 (330 Townsend),567
Powell Street BART,San Francisco Caltrain 2 (330 Townsend),438
Powell at Post (Union Square),Steuart at Market,502
Powell at Post (Union Square),San Francisco Caltrain (Townsend at 4th),482
Market at Sansome,San Francisco Caltrain (Townsend at 4th),695
2nd at South Park,Market at 10th,1013
Embarcadero at Bryant,San Francisco Caltrain (Townsend at 4th),404
Washington at Kearny,Golden Gate at Polk,2926
Embarcadero at Folsom,San Francisco Caltrain (Townsend at 4th),753
San Francisco Caltrain 2 (330 Townsend),5th at Howard,343
San Francisco Caltrain 2 (330 Townsend),Embarcadero at Sansome,1004
Temporary Transbay Terminal (Howard at Beale),San Francisco Caltrain 2 (330 Townsend),823
Civic Center BART (7th at Market),Steuart at Market,576
2nd at Folsom,San Francisco Caltrain (Townsend at 4th),365
Powell Street BART,Townsend at 7th,743
2nd at South Park,Harry Bridges Plaza (Ferry Building),664
Temporary Transbay Terminal (Howard at Beale),San Francisco Caltrain (Townsend at 4th),601
Broadway St at Battery St,2nd at Townsend,770
Embarcadero at Sansome,Harry Bridges Plaza (Ferry Building),492
South Van Ness at Market,San Francisco Caltrain 2 (330 Townsend),801
Commercial at Montgomery,Market at Sansome,327
5th at Howard,Embarcadero at Bryant,537
Market at Sansome,San Francisco Caltrain (Townsend at 4th),556
Clay at Battery,Howard at 2nd,347
Howard at 2nd,2nd at Townsend,341
Market at 4th,2nd at Folsom,492
